time;RSSI;RSRP;SINR;RSRQ;MCC;MNC;TAC;CELLID;BAND;DLBW;ULBW;RX CHAN; TX CHAN;TX POWER;network;IP;interface
1568381209.771;-39.0;-56.0;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;21.0; 359260080111963;10.45.100.2;lte_tinylte
1568381210.772;-38.0;-55.0;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381211.814;-39.1;-55.1;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381212.773;-38.0;-55.0;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381213.774;-38.1;-55.0;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381214.775;-37.4;-55.3;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381215.776;-39.5;-55.5;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381216.818;-37.6;-54.4;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381217.778;-38.2;-54.7;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381218.789;-37.6;-54.5;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381219.779;-37.8;-54.8;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381220.780;-37.7;-54.4;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381221.822;-39.0;-54.9;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381222.782;-38.4;-55.0;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381223.782;-37.9;-55.0;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381224.783;-37.4;-54.8;30.0;-3.5;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381225.784;-39.0;-54.7;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381226.826;-38.2;-55.2;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381227.786;-38.4;-55.4;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381228.787;-39.2;-55.3;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381229.787;-36.7;-54.5;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381230.788;-37.7;-54.7;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381231.829;-39.1;-55.2;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381232.789;-36.5;-53.5;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381233.790;-38.7;-55.7;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381234.791;-38.6;-56.5;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381235.792;-40.7;-56.8;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-34.0; 359260080111963;10.45.100.2;lte_tinylte
1568381236.833;-38.5;-55.6;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381237.793;-39.3;-56.3;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381238.794;-42.3;-58.3;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381239.795;-40.8;-58.5;30.0;-3.6;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381240.796;-38.4;-55.7;30.0;-3.3;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381241.838;-35.2;-52.9;30.0;-3.7;555;13;1;105217;28;2;2;9360;27360;21.0; 359260080111963;10.45.100.2;lte_tinylte
1568381242.797;-37.3;-54.3;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381243.798;-38.2;-55.2;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381244.799;-36.9;-54.7;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;21.0; 359260080111963;10.45.100.2;lte_tinylte
1568381245.800;-38.7;-54.8;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381246.842;-37.6;-54.7;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381247.802;-37.8;-54.8;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381248.803;-38.8;-54.9;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381249.804;-37.0;-54.9;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381250.804;-37.8;-54.9;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381251.846;-37.3;-55.1;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381252.806;-37.9;-54.9;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381253.807;-37.9;-54.9;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381254.808;-38.0;-55.0;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381255.809;-37.2;-55.0;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381256.850;-38.0;-55.0;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381257.810;-38.0;-55.0;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381258.811;-38.9;-54.9;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381259.811;-37.2;-55.0;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381260.812;-37.9;-55.0;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381261.854;-38.0;-55.0;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381262.814;-37.9;-54.8;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381263.815;-37.5;-54.5;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381264.816;-38.9;-55.8;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381265.816;-39.7;-57.5;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381266.858;-39.6;-57.4;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381267.818;-37.6;-55.4;30.0;-3.5;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381268.819;-39.5;-55.8;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381269.820;-37.6;-55.6;30.0;-4.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381270.820;-38.1;-55.1;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381271.862;-37.1;-54.6;30.0;-3.6;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381272.822;-37.4;-54.4;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381273.823;-37.5;-54.6;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381274.824;-37.7;-54.4;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381275.825;-37.7;-55.2;30.0;-3.6;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381276.866;-36.9;-54.6;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381277.826;-37.8;-55.5;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381278.827;-38.9;-56.1;30.0;-3.3;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381279.828;-39.7;-55.7;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381280.829;-38.1;-55.9;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381281.870;-38.1;-55.9;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381282.830;-38.9;-55.9;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381283.831;-39.4;-56.4;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381284.832;-39.5;-56.5;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381285.833;-39.3;-57.2;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381286.874;-39.8;-57.7;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381287.834;-40.0;-57.9;30.0;-4.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381288.835;-40.4;-57.4;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381289.836;-42.4;-58.4;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381290.837;-39.2;-57.0;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381291.879;-39.8;-56.8;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381292.838;-39.1;-56.1;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381293.839;-37.9;-54.8;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381294.840;-38.4;-55.6;30.0;-3.3;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381295.841;-36.6;-54.4;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381296.883;-38.7;-56.8;30.0;-3.7;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381297.843;-36.0;-53.7;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381298.844;-37.5;-54.6;30.0;-3.2;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381299.844;-40.0;-55.9;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381300.845;-35.9;-53.7;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381301.887;-37.5;-54.5;30.0;-3.2;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381302.847;-38.4;-55.3;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381303.645;-49.0;-65.2;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381304.656;-40.5;-57.4;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381305.848;-39.2;-55.4;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-37.0; 359260080111963;10.45.100.2;lte_tinylte
1568381306.890;-42.0;-58.8;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381307.850;-37.5;-55.6;30.0;-4.1;555;13;1;105217;28;2;2;9360;27360;-36.0; 359260080111963;10.45.100.2;lte_tinylte
1568381308.850;-38.3;-57.1;30.0;-4.7;555;13;1;105217;28;2;2;9360;27360;-36.0; 359260080111963;10.45.100.2;lte_tinylte
1568381309.851;-39.8;-57.8;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-35.0; 359260080111963;10.45.100.2;lte_tinylte
1568381310.852;-38.5;-56.6;30.0;-4.2;555;13;1;105217;28;2;2;9360;27360;-37.0; 359260080111963;10.45.100.2;lte_tinylte
1568381311.894;-37.0;-55.8;30.0;-4.8;555;13;1;105217;28;2;2;9360;27360;21.0; 359260080111963;10.45.100.2;lte_tinylte
1568381312.854;-36.2;-55.4;30.0;-5.2;555;13;1;105217;28;2;2;9360;27360;-38.0; 359260080111963;10.45.100.2;lte_tinylte
1568381313.854;-38.0;-55.0;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-38.0; 359260080111963;10.45.100.2;lte_tinylte
1568381314.855;-37.0;-54.8;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381315.856;-38.8;-54.7;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381316.899;-37.6;-54.6;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381317.858;-41.4;-58.5;30.0;-3.2;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381318.859;-41.5;-57.6;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381319.859;-39.0;-56.7;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381320.860;-36.4;-56.7;30.0;-6.3;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381321.902;-39.9;-56.0;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381322.861;-38.4;-55.5;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381323.863;-38.7;-55.5;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381324.862;-38.1;-55.9;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381325.863;-40.3;-56.3;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381326.905;-41.2;-58.2;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381327.865;-41.8;-58.7;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381328.866;-42.2;-58.2;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381329.868;-40.0;-57.8;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381330.867;-42.4;-59.2;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381331.909;-37.5;-55.1;30.0;-3.6;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381332.869;-37.6;-54.6;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381333.870;-37.3;-54.3;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381334.870;-37.0;-54.0;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381335.871;-36.3;-54.0;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381336.913;-37.6;-54.6;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381337.873;-38.5;-55.6;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381338.874;-38.4;-54.5;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381339.875;-36.5;-54.3;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381340.875;-37.4;-54.3;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381341.917;-36.5;-54.3;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381342.877;-36.2;-53.2;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381343.878;-38.1;-55.1;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381344.879;-38.1;-55.3;30.0;-3.2;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381345.880;-37.3;-55.1;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381346.921;-36.5;-55.9;30.0;-5.4;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381347.881;-35.8;-55.6;30.0;-5.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381348.882;-39.0;-55.0;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381349.883;-36.9;-54.7;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381350.884;-37.4;-54.4;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381351.925;-36.9;-54.7;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381352.885;-37.8;-54.8;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381353.886;-37.9;-54.9;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-37.0; 359260080111963;10.45.100.2;lte_tinylte
1568381354.887;-38.1;-55.1;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-37.0; 359260080111963;10.45.100.2;lte_tinylte
1568381355.887;-35.7;-55.2;30.0;-5.5;555;13;1;105217;28;2;2;9360;27360;-37.0; 359260080111963;10.45.100.2;lte_tinylte
1568381356.929;-38.0;-55.8;30.0;-3.8;555;13;1;105217;28;2;2;9360;27360;-36.0; 359260080111963;10.45.100.2;lte_tinylte
1568381357.889;-36.5;-54.4;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-38.0; 359260080111963;10.45.100.2;lte_tinylte
1568381358.890;-37.5;-54.5;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-37.0; 359260080111963;10.45.100.2;lte_tinylte
1568381359.890;-35.2;-54.6;30.0;-5.5;555;13;1;105217;28;2;2;9360;27360;-38.0; 359260080111963;10.45.100.2;lte_tinylte
1568381360.891;-37.5;-54.5;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-38.0; 359260080111963;10.45.100.2;lte_tinylte
1568381361.933;-36.7;-54.5;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-38.0; 359260080111963;10.45.100.2;lte_tinylte
1568381362.893;-37.5;-54.5;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-38.0; 359260080111963;10.45.100.2;lte_tinylte
1568381363.894;-34.9;-54.4;30.0;-5.5;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381364.895;-37.5;-54.5;30.0;-3.1;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381365.896;-36.7;-54.4;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381366.937;-35.4;-54.5;30.0;-5.2;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381367.897;-35.0;-54.4;30.0;-5.4;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381368.898;-37.6;-54.6;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381369.899;-38.5;-54.5;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381370.900;-37.5;-54.5;30.0;-3.0;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
1568381371.941;-36.6;-54.4;30.0;-3.9;555;13;1;105217;28;2;2;9360;27360;-9999.0; 359260080111963;10.45.100.2;lte_tinylte
