time;msg_out;bytes_out
1575983804.573662;815;5868000
1575983805.573899;705;5076000
1575983806.575369;763;5493600
1575983807.586448;767;5522400
1575983808.587409;783;5637600
1575983809.590047;757;5450400
1575983810.590768;759;5464800
1575983811.594468;787;5666400
1575983812.600360;809;5824800
1575983813.611392;643;4629600
1575983814.618727;773;5565600
1575983815.619567;797;5738400
1575983816.620298;776;5587200
1575983817.620193;795;5724000
1575983818.634724;797;5738400
1575983819.637523;806;5803200
1575983820.638364;807;5810400
1575983821.641429;806;5803200
1575983822.649035;808;5817600
1575983823.654750;664;4780800
1575983824.660444;832;5990400
1575983825.660620;810;5832000
1575983826.660818;723;5205600
1575983827.662713;798;5745600
1575983828.670465;785;5652000
1575983829.677155;784;5644800
1575983830.680301;813;5853600
1575983831.681873;798;5745600
1575983832.686368;818;5889600
1575983833.695289;810;5832000
1575983834.696302;648;4665600
1575983835.698870;811;5839200
1575983836.699700;767;5522400
1575983837.699526;681;4903200
1575983838.701057;796;5731200
1575983839.705549;772;5558400
1575983840.710318;821;5911200
1575983841.718402;836;6019200
1575983842.721685;780;5616000
1575983843.722212;744;5356800
1575983844.735400;486;3499200
1575983845.737909;832;5990400
1575983846.743173;756;5443200
1575983847.744474;742;5342400
1575983848.752897;685;4932000
1575983849.753208;737;5306400
1575983850.761570;764;5500800
1575983851.763247;759;5464800
1575983852.772265;759;5464800
1575983853.773639;786;5659200
1575983854.774824;767;5522400
1575983855.779466;731;5263200
1575983856.781524;729;5248800
1575983857.791934;549;3952800
1575983858.792999;739;5320800
1575983859.796575;771;5551200
1575983860.797613;734;5284800
1575983861.809033;711;5119200
1575983862.813285;632;4550400
1575983863.813558;661;4759200
1575983864.813698;741;5335200
1575983865.813925;688;4953600
1575983866.815603;742;5342400
1575983867.816514;769;5536800
1575983868.816950;786;5659200
1575983869.823074;817;5882400
1575983870.824310;828;5961600
1575983871.880615;725;5220000
1575983872.882983;716;5155200
1575983873.888073;806;5803200
1575983874.889333;798;5745600
1575983875.892785;723;5205600
1575983876.894008;582;4190400
1575983877.899386;726;5227200
1575983878.899427;726;5227200
1575983879.899487;749;5392800
1575983880.899812;759;5464800
1575983881.900231;739;5320800
1575983882.904279;730;5256000
1575983883.904315;686;4939200
1575983884.905640;619;4456800
1575983885.917104;628;4521600
1575983886.922313;555;3996000
1575983887.929452;662;4766400
1575983888.937436;686;4939200
1575983889.944144;742;5342400
1575983890.946132;778;5601600
1575983891.950946;731;5263200
1575983892.953848;712;5126400
1575983893.955775;771;5551200
1575983894.956588;785;5652000
1575983895.960806;678;4881600
1575983896.965308;664;4780800
1575983897.974610;507;3650400
1575983898.975193;643;4629600
1575983899.995303;560;4032000
1575983901.000251;708;5097600
1575983902.003267;756;5443200
1575983903.004045;759;5464800
1575983904.015960;728;5241600
1575983905.020896;668;4809600
1575983906.021897;678;4881600
1575983907.032923;684;4924800
1575983908.036751;676;4867200
1575983909.042850;701;5047200
1575983910.043643;753;5421600
1575983911.044910;779;5608800
1575983912.044796;564;4060800
1575983913.052621;721;5191200
1575983914.053506;739;5320800
1575983915.056633;711;5119200
1575983916.058379;709;5104800
1575983917.059442;733;5277600
1575983918.059528;799;5752800
1575983919.060345;660;4752000
1575983920.060597;794;5716800
1575983921.066759;758;5457600
1575983922.070154;719;5176800
1575983923.071345;541;3895200
1575983924.073379;695;5004000
1575983925.074315;722;5198400
1575983926.077640;728;5241600
1575983927.086136;763;5493600
1575983928.089457;768;5529600
1575983929.105453;661;4759200
1575983930.110295;715;5148000
1575983931.117578;750;5400000
1575983932.122457;773;5565600
1575983933.185389;690;4968000
1575983934.190639;692;4982400
1575983935.192594;745;5364000
1575983936.194408;743;5349600
1575983937.203381;750;5400000
1575983938.208381;729;5248800
1575983939.213354;748;5385600
1575983940.214413;733;5277600
1575983941.217450;716;5155200
1575983942.217493;661;4759200
1575983943.221483;737;5306400
1575983944.222790;583;4197600
1575983945.224419;732;5270400
1575983946.224470;723;5205600
1575983947.229630;679;4888800
1575983948.231527;759;5464800
1575983949.231738;692;4982400
1575983950.233872;720;5184000
1575983951.240140;731;5263200
1575983952.240661;705;5076000
1575983953.240763;714;5140800
1575983954.240876;734;5284800
1575983955.240993;753;5421600
1575983956.241678;702;5054400
1575983957.248890;658;4737600
1575983958.250986;718;5169600
1575983959.251142;712;5126400
1575983960.255186;736;5299200
1575983961.259323;757;5450400
1575983962.260593;758;5457600
1575983963.261293;767;5522400
1575983964.267627;723;5205600
1575983965.268505;708;5097600
1575983966.272475;696;5011200
1575983967.272438;754;5428800
1575983968.272449;704;5068800
1575983969.272578;731;5263200
1575983970.273703;778;5601600
1575983971.273862;772;5558400
1575983972.274783;738;5313600
1575983973.274831;731;5263200
1575983974.283108;758;5457600
1575983975.284479;745;5364000
1575983976.289985;720;5184000
1575983977.291649;555;3996000
1575983978.293276;717;5162400
1575983979.295512;660;4752000
1575983980.301666;717;5162400
1575983981.301700;716;5155200
1575983982.302519;710;5112000
1575983983.303097;726;5227200
1575983984.302880;716;5155200
1575983985.303741;727;5234400
1575983986.309218;725;5220000
1575983987.392559;704;5068800
1575983988.393140;610;4392000
1575983989.397311;643;4629600
1575983990.398319;716;5155200
1575983991.400582;707;5090400
1575983992.403824;721;5191200
1575983993.412717;733;5277600
1575983994.412767;711;5119200
1575983995.413688;705;5076000
1575983996.415586;705;5076000
1575983997.417871;710;5112000
1575983998.425177;560;4032000
1575983999.426599;677;4874400
1575984000.437071;760;5472000
1575984001.437420;718;5169600
1575984002.437351;729;5248800
1575984003.443754;734;5284800
1575984004.443820;740;5328000
1575984005.451585;740;5328000
1575984006.459858;763;5493600
1575984007.460816;775;5580000
1575984008.465240;529;3808800
1575984009.468807;848;6105600
1575984010.479401;700;5040000
1575984011.481223;762;5486400
1575984012.488516;747;5378400
1575984013.497367;749;5392800
1575984014.505710;759;5464800
1575984015.506519;765;5508000
1575984016.510964;730;5256000
1575984017.515134;710;5112000
1575984018.515854;750;5400000
1575984019.517892;729;5248800
1575984020.526171;634;4564800
1575984021.530132;736;5299200
1575984022.533161;741;5335200
1575984023.534504;744;5356800
1575984024.536448;758;5457600
1575984025.539555;762;5486400
1575984026.539799;742;5342400
1575984027.549927;745;5364000
1575984028.629344;652;4694400
1575984029.637173;730;5256000
1575984030.640062;681;4903200
1575984031.648515;751;5407200
1575984032.650293;724;5212800
1575984033.651410;736;5299200
1575984034.654684;772;5558400
1575984035.654600;752;5414400
1575984036.656831;779;5608800
1575984037.657054;715;5148000
1575984038.657059;736;5299200
1575984039.664052;705;5076000
1575984040.664097;741;5335200
1575984041.689804;532;3830400
1575984042.692353;776;5587200
1575984043.693438;699;5032800
1575984044.704792;733;5277600
1575984045.708723;720;5184000
1575984046.715730;738;5313600
1575984047.719889;760;5472000
1575984048.719908;730;5256000
1575984049.723159;776;5587200
1575984050.726655;693;4989600
1575984051.730155;756;5443200
1575984052.730359;740;5328000
1575984053.733643;720;5184000
1575984054.733617;729;5248800
1575984055.829962;662;4766400
1575984056.835486;706;5083200
1575984057.839267;738;5313600
1575984058.845499;766;5515200
1575984059.846214;726;5227200
1575984060.858391;713;5133600
1575984061.860551;669;4816800
1575984062.865679;745;5364000
1575984063.869899;723;5205600
1575984064.871263;740;5328000
1575984065.872823;753;5421600
1575984066.880362;584;4204800
1575984067.886383;733;5277600
1575984068.892103;751;5407200
1575984069.895473;715;5148000
1575984070.896387;735;5292000
1575984071.910966;704;5068800
1575984072.918901;682;4910400
1575984073.929875;744;5356800
1575984074.931954;744;5356800
1575984075.933552;765;5508000
1575984076.934534;631;4543200
1575984077.935458;719;5176800
1575984078.935617;772;5558400
1575984079.938509;736;5299200
1575984080.940542;715;5148000
1575984081.942846;722;5198400
1575984082.942899;706;5083200
1575984083.944532;702;5054400
1575984084.946044;717;5162400
1575984085.946083;711;5119200
1575984086.973372;531;3823200
1575984087.975003;721;5191200
1575984088.975659;691;4975200
1575984089.979674;606;4363200
1575984090.979702;726;5227200
1575984091.992279;715;5148000
1575984092.992349;748;5385600
1575984093.995277;741;5335200
1575984095.001471;733;5277600
1575984096.006309;720;5184000
1575984097.014560;766;5515200
1575984098.014809;705;5076000
1575984099.016784;724;5212800
1575984100.026976;742;5342400
1575984101.036277;772;5558400
1575984102.038246;588;4233600
1575984103.043536;765;5508000
1575984104.047295;693;4989600
1575984105.048317;764;5500800
1575984106.048417;757;5450400
1575984107.049935;745;5364000
1575984108.051892;763;5493600
1575984109.056081;768;5529600
1575984110.062073;759;5464800
1575984111.072514;750;5400000
1575984112.080315;737;5306400
1575984113.080517;705;5076000
1575984114.081523;651;4687200
1575984115.081595;743;5349600
1575984116.083787;724;5212800
1575984117.083755;712;5126400
1575984118.083984;729;5248800
1575984119.086127;727;5234400
1575984120.087236;757;5450400
1575984121.093433;731;5263200
1575984122.103727;758;5457600
1575984123.104529;759;5464800
1575984124.105682;689;4960800
1575984125.105871;768;5529600
1575984126.106151;755;5436000
1575984127.108281;776;5587200
1575984128.108215;773;5565600
1575984129.109373;782;5630400
1575984130.113523;790;5688000
1575984131.115767;750;5400000
1575984132.116751;789;5680800
1575984133.117880;585;4212000
1575984134.121018;768;5529600
1575984135.124019;703;5061600
1575984136.132262;763;5493600
1575984137.137520;793;5709600
1575984138.139642;768;5529600
1575984139.140528;770;5544000
1575984140.144828;751;5407200
1575984141.147937;767;5522400
1575984142.148021;770;5544000
1575984143.151169;764;5500800
1575984144.152205;591;4255200
1575984145.152208;684;4924800
1575984146.157461;784;5644800
1575984147.164200;769;5536800
1575984148.172943;780;5616000
1575984149.175754;776;5587200
1575984150.179942;780;5616000
1575984151.187900;789;5680800
1575984152.196427;770;5544000
1575984153.202300;708;5097600
1575984154.205036;612;4406400
1575984155.207266;742;5342400
1575984156.208286;751;5407200
1575984157.209023;758;5457600
1575984158.212883;794;5716800
1575984159.215697;831;5983200
1575984160.233124;793;5709600
1575984161.234751;745;5364000
1575984162.239642;779;5608800
1575984163.244514;769;5536800
1575984164.248412;694;4996800
1575984165.258376;735;5292000
1575984166.259299;689;4960800
1575984167.259495;739;5320800
1575984168.262015;760;5472000
1575984169.261997;725;5220000
1575984170.264918;745;5364000
1575984171.266932;749;5392800
1575984172.268715;765;5508000
1575984173.269894;755;5436000
1575984174.272497;797;5738400
1575984175.272624;776;5587200
1575984176.276633;768;5529600
1575984177.278657;700;5040000
1575984178.281658;775;5580000
1575984179.296371;548;3945600
1575984180.298422;855;6156000
1575984181.299072;772;5558400
1575984182.299200;748;5385600
1575984183.300234;742;5342400
1575984184.307053;748;5385600
1575984185.312004;754;5428800
1575984186.313857;800;5760000
1575984187.315777;765;5508000
1575984188.315792;774;5572800
1575984189.318958;771;5551200
1575984190.318854;759;5464800
1575984191.323864;709;5104800
1575984192.324565;762;5486400
1575984193.325613;745;5364000
1575984194.327535;745;5364000
1575984195.335780;544;3916800
1575984196.336456;741;5335200
1575984197.339472;727;5234400
1575984198.344372;731;5263200
1575984199.344402;656;4723200
1575984200.345361;663;4773600
1575984201.347180;658;4737600
1575984202.350336;619;4456800
1575984203.353436;709;5104800
1575984204.360264;730;5256000
1575984205.360165;667;4802400
1575984206.361145;585;4212000
1575984207.363162;645;4644000
1575984208.365045;660;4752000
1575984209.371211;594;4276800
1575984210.380354;729;5248800
1575984211.391515;731;5263200
1575984212.395049;769;5536800
1575984213.396148;695;5004000
1575984214.401026;693;4989600
1575984215.401170;658;4737600
1575984216.408156;678;4881600
1575984217.408962;663;4773600
1575984218.419010;659;4744800
1575984219.419012;604;4348800
1575984220.420939;616;4435200
1575984221.422721;659;4744800
1575984222.425811;544;3916800
1575984223.429006;709;5104800
1575984224.429993;708;5097600
1575984225.441779;689;4960800
1575984226.451866;693;4989600
1575984227.453849;707;5090400
1575984228.454839;690;4968000
1575984229.458904;673;4845600
1575984230.466993;604;4348800
1575984231.472720;695;5004000
1575984232.474844;665;4788000
1575984233.478819;708;5097600
1575984234.480712;704;5068800
1575984235.483119;701;5047200
1575984236.493827;709;5104800
1575984237.498810;672;4838400
1575984238.499757;701;5047200
1575984239.509894;648;4665600
1575984240.517001;542;3902400
1575984241.519733;560;4032000
1575984242.520808;565;4068000
1575984243.525712;604;4348800
1575984244.525837;547;3938400
1575984245.530947;546;3931200
1575984246.538035;563;4053600
1575984247.549998;518;3729600
1575984248.552234;514;3700800
1575984249.552937;537;3866400
1575984250.552900;544;3916800
1575984251.553883;549;3952800
1575984252.564682;539;3880800
1575984253.564728;463;3333600
1575984254.565326;515;3708000
1575984255.572890;531;3823200
1575984256.577856;557;4010400
1575984257.592165;531;3823200
1575984258.597991;572;4118400
1575984259.598830;549;3952800
1575984260.600074;454;3268800
1575984261.600101;508;3657600
1575984262.604027;522;3758400
1575984263.608171;529;3808800
1575984264.608991;546;3931200
1575984265.610090;421;3031200
1575984266.610076;537;3866400
1575984267.616024;534;3844800
1575984268.619166;517;3722400
1575984269.626318;519;3736800
1575984270.627021;479;3448800
1575984271.628381;539;3880800
1575984272.630137;566;4075200
1575984273.630354;606;4363200
1575984274.630256;551;3967200
1575984275.633451;575;4140000
1575984276.650829;591;4255200
1575984277.656303;565;4068000
1575984278.659130;539;3880800
1575984279.659491;520;3744000
1575984280.659427;376;2707200
1575984281.667462;459;3304800
1575984282.673454;471;3391200
1575984283.679502;514;3700800
1575984284.680462;490;3528000
1575984285.688824;467;3362400
1575984286.691526;492;3542400
1575984287.692508;512;3686400
1575984288.699974;509;3664800
1575984289.701660;512;3686400
1575984290.760678;470;3384000
1575984291.764807;540;3888000
1575984292.764770;523;3765600
1575984293.769902;533;3837600
1575984294.773914;577;4154400
1575984295.776241;574;4132800
1575984296.780921;596;4291200
1575984297.781002;555;3996000
1575984298.782203;604;4348800
1575984299.783182;592;4262400
1575984300.787051;565;4068000
1575984301.790986;500;3600000
1575984302.803304;533;3837600
1575984303.807290;573;4125600
1575984304.856226;413;2973600
1575984305.860287;631;4543200
1575984306.860356;568;4089600
1575984307.860398;603;4341600
1575984308.861387;576;4147200
1575984309.861553;571;4111200
1575984310.861525;532;3830400
1575984311.864674;464;3340800
1575984312.873590;488;3513600
1575984313.887377;481;3463200
1575984314.895750;486;3499200
1575984315.905742;436;3139200
1575984316.910848;515;3708000
1575984317.911808;530;3816000
1575984318.912953;553;3981600
1575984319.915833;544;3916800
1575984320.926030;561;4039200
1575984321.934690;522;3758400
1575984322.936138;513;3693600
1575984323.936216;564;4060800
1575984324.944237;560;4032000
1575984325.953259;582;4190400
1575984326.955292;584;4204800
1575984327.959599;577;4154400
1575984328.967394;398;2865600
1575984329.971599;650;4680000
1575984330.981574;620;4464000
1575984331.988954;511;3679200
1575984332.990586;538;3873600
1575984333.990750;552;3974400
1575984334.999580;522;3758400
1575984336.008797;513;3693600
1575984337.015776;519;3736800
1575984338.019933;507;3650400
1575984339.034036;524;3772800
1575984340.040884;418;3009600
1575984341.058032;473;3405600
1575984342.130024;405;2916000
1575984343.132190;528;3801600
1575984344.140289;489;3520800
1575984345.142660;481;3463200
1575984346.143372;490;3528000
1575984347.150893;484;3484800
1575984348.158492;476;3427200
1575984349.161535;486;3499200
1575984350.166569;452;3254400
1575984351.169490;496;3571200
1575984352.171207;500;3600000
1575984353.185749;457;3290400
1575984354.188985;523;3765600
1575984355.193384;512;3686400
1575984356.202227;539;3880800
1575984357.204883;557;4010400
1575984358.207096;542;3902400
1575984359.215275;545;3924000
1575984360.264344;447;3218400
1575984361.265435;630;4536000
1575984362.266176;531;3823200
1575984363.266256;415;2988000
1575984364.275490;500;3600000
1575984365.275554;447;3218400
1575984366.275761;362;2606400
1575984367.276826;590;4248000
1575984368.280628;449;3232800
1575984369.296066;497;3578400
1575984370.305210;483;3477600
1575984371.306900;367;2642400
1575984372.313184;475;3420000
1575984373.313246;458;3297600
1575984374.317259;425;3060000
1575984375.324230;480;3456000
1575984376.326306;504;3628800
1575984377.330427;499;3592800
1575984378.334729;573;4125600
1575984379.335779;668;4809600
1575984380.340964;767;5522400
1575984381.350163;657;4730400
1575984382.352806;727;5234400
1575984383.353822;803;5781600
1575984384.355007;648;4665600
1575984385.362065;601;4327200
1575984386.373037;472;3398400
1575984387.419446;552;3974400
1575984388.422400;653;4701600
1575984389.426589;556;4003200
1575984390.427490;818;5889600
1575984391.431406;930;6696000
1575984392.431497;634;4564800
1575984393.433542;603;4341600
1575984394.437707;490;3528000
1575984395.438001;630;4536000
1575984396.446869;593;4269600
1575984397.449908;567;4082400
1575984398.455588;629;4528800
1575984399.456318;516;3715200
1575984400.457102;565;4068000
1575984401.465583;425;3060000
1575984402.468149;498;3585600
1575984403.476287;533;3837600
1575984404.477529;448;3225600
1575984405.488300;420;3024000
1575984406.490302;407;2930400
1575984407.490662;448;3225600
1575984408.494788;379;2728800
1575984409.495703;523;3765600
1575984410.496680;435;3132000
1575984411.497980;463;3333600
1575984412.518985;484;3484800
1575984413.520931;522;3758400
1575984414.523003;458;3297600
1575984415.527263;485;3492000
1575984416.535221;472;3398400
1575984417.536397;497;3578400
1575984418.542690;701;5047200
1575984419.545815;747;5378400
1575984420.547529;790;5688000
1575984421.551639;606;4363200
1575984422.551628;793;5709600
1575984423.553758;811;5839200
1575984424.553858;779;5608800
1575984425.555890;822;5918400
1575984426.564334;853;6141600
1575984427.564398;844;6076800
1575984428.568304;737;5306400
1575984429.568945;820;5904000
1575984430.577373;775;5580000
1575984431.593980;767;5522400
1575984432.594459;749;5392800
1575984433.594717;746;5371200
1575984434.594767;738;5313600
1575984435.594805;764;5500800
1575984436.600115;770;5544000
1575984437.621038;757;5450400
1575984438.632949;690;4968000
1575984439.632926;593;4269600
1575984440.638248;649;4672800
1575984441.638430;724;5212800
1575984442.647173;657;4730400
1575984443.654561;626;4507200
1575984444.660629;477;3434400
1575984445.666417;648;4665600
1575984446.669566;671;4831200
1575984447.669879;701;5047200
1575984448.670844;704;5068800
1575984449.671013;738;5313600
1575984450.674059;682;4910400
1575984451.674825;686;4939200
1575984452.677916;510;3672000
1575984453.683965;645;4644000
1575984454.687210;646;4651200
1575984455.689166;663;4773600
1575984456.689236;659;4744800
1575984457.747422;545;3924000
1575984458.749560;637;4586400
1575984459.750545;598;4305600
1575984460.754691;673;4845600
1575984461.755896;636;4579200
1575984462.764925;614;4420800
1575984463.775015;645;4644000
1575984464.778002;670;4824000
1575984465.782108;637;4586400
1575984466.789821;642;4622400
1575984467.796398;661;4759200
1575984468.803819;629;4528800
1575984469.805360;669;4816800
1575984470.811647;635;4572000
1575984471.817879;651;4687200
1575984472.826157;646;4651200
1575984473.829840;638;4593600
1575984474.829969;613;4413600
1575984475.833039;615;4428000
1575984476.917490;596;4291200
1575984477.919016;625;4500000
1575984478.919105;602;4334400
1575984479.926272;659;4744800
1575984480.929308;693;4989600
1575984481.929639;624;4492800
1575984482.930545;439;3160800
1575984483.930583;546;3931200
1575984484.932612;607;4370400
1575984485.936884;597;4298400
1575984486.940706;575;4140000
1575984487.941960;595;4284000
1575984488.944775;611;4399200
1575984489.953253;646;4651200
1575984490.962645;613;4413600
1575984491.973984;605;4356000
1575984492.979257;596;4291200
1575984493.980304;590;4248000
1575984494.985615;503;3621600
1575984495.987562;592;4262400
1575984496.991772;619;4456800
1575984497.992767;628;4521600
1575984498.993821;607;4370400
1575984500.002982;556;4003200
1575984501.011197;587;4226400
1575984502.014333;586;4219200
1575984503.015104;686;4939200
1575984504.018359;576;4147200
1575984505.028338;522;3758400
1575984506.028455;559;4024800
1575984507.030737;580;4176000
1575984508.030816;551;3967200
1575984509.036693;625;4500000
1575984510.042876;560;4032000
1575984511.085866;511;3679200
1575984512.085935;399;2872800
1575984513.087222;388;2793600
1575984514.090194;347;2498400
1575984515.093008;360;2592000
1575984516.093635;408;2937600
1575984517.096509;433;3117600
1575984518.103453;420;3024000
1575984519.104025;394;2836800
1575984520.105609;403;2901600
1575984521.107937;399;2872800
1575984522.108963;398;2865600
1575984523.112131;518;3729600
1575984524.116982;577;4154400
1575984525.117169;669;4816800
1575984526.118339;731;5263200
1575984527.123695;825;5940000
1575984528.128933;881;6343200
1575984529.133742;733;5277600
1575984530.144068;679;4888800
1575984531.144759;531;3823200
1575984532.153271;580;4176000
1575984533.156157;473;3405600
1575984534.159962;578;4161600
1575984535.160149;586;4219200
1575984536.169287;366;2635200
1575984537.170274;240;1728000
1575984538.180356;307;2210400
1575984539.181869;358;2577600
1575984540.181849;393;2829600
1575984541.193647;415;2988000
1575984542.193864;323;2325600
1575984543.195060;429;3088800
1575984544.210188;530;3816000
1575984545.215970;658;4737600
1575984546.216211;750;5400000
1575984547.224468;698;5025600
1575984548.225324;496;3571200
1575984549.225633;582;4190400
1575984550.234505;375;2700000
1575984551.242588;382;2750400
1575984552.244913;479;3448800
1575984553.247827;597;4298400
1575984554.253979;517;3722400
1575984555.254104;555;3996000
1575984556.256191;708;5097600
1575984557.256286;711;5119200
1575984558.259646;659;4744800
1575984559.261593;782;5630400
1575984560.266016;878;6321600
1575984561.272115;947;6818400
1575984562.272757;992;7142400
1575984563.285044;872;6278400
1575984564.289952;956;6883200
1575984565.290943;730;5256000
1575984566.291053;1104;7948800
1575984567.305600;1028;7401600
1575984568.308728;853;6141600
1575984569.319214;1168;8409600
1575984570.319309;1097;7898400
1575984571.322600;680;4896000
1575984572.323594;687;4946400
1575984573.324742;798;5745600
1575984574.328117;1038;7473600
1575984575.334241;876;6307200
1575984576.334242;898;6465600
1575984577.338636;903;6501600
1575984578.348065;921;6631200
1575984579.348237;965;6948000
1575984580.353138;912;6566400
1575984581.366431;1045;7524000
1575984582.375889;1046;7531200
1575984583.377950;1046;7531200
